"providers","HAI_1_CI_LOWER","HAI_1_CI_UPPER","HAI_3_CI_LOWER","HAI_3_CI_UPPER","HAI_5_CI_LOWER","HAI_5_CI_UPPER"
370028,"0.497","1.033","0.077","0.828","1.325","3.013"
370029,NA,NA,NA,NA,NA,NA
370030,NA,NA,NA,NA,NA,NA
370032,"0.215","2.302",NA,"1.723",NA,NA
370034,"0.021","2.069",NA,NA,NA,NA
370037,"0.067","0.512","0.583","2.638","0.625","2.193"
370039,NA,NA,NA,NA,NA,NA
370041,NA,NA,NA,NA,NA,NA
370047,"1.492","6.748","0.176","3.472","0.604","6.465"
370048,NA,NA,NA,NA,NA,NA
370049,NA,"2.949",NA,"2.244",NA,NA
370054,NA,NA,NA,NA,NA,NA
370056,"1.357","3.765","0.017","1.661","0.646","4.903"
370057,NA,NA,NA,NA,NA,NA
370072,NA,NA,NA,NA,NA,NA
370078,"0.485","1.703","0.258","2.760","0.692","5.255"
370080,NA,NA,NA,NA,NA,NA
370083,NA,NA,NA,NA,NA,NA
370089,"0.211","4.166",NA,NA,NA,NA
370091,"0.287","0.679","1.143","2.555","0.303","1.000"
370093,"1.182","1.809","1.137","2.812","0.779","1.741"
370094,"0.232","2.479","0.230","4.523","0.362","3.875"
370097,"0.422","4.518",NA,"2.658",NA,"2.108"
370099,NA,NA,NA,NA,NA,NA
370100,NA,NA,NA,NA,NA,NA
370106,"0.728","1.954","0.086","1.687","0.687","3.527"
370112,NA,NA,NA,NA,NA,NA
370113,NA,NA,NA,NA,NA,NA
370114,"0.152","0.621","0.534","1.600","0.744","2.066"
370138,NA,NA,NA,NA,NA,NA
370139,NA,NA,NA,NA,NA,NA
370149,NA,NA,"0.038","3.745",NA,NA
370153,NA,NA,NA,NA,NA,NA
370156,NA,NA,NA,NA,NA,NA
370158,NA,NA,NA,NA,NA,NA
370166,NA,NA,NA,NA,NA,NA
370170,NA,NA,NA,NA,NA,NA
370171,NA,NA,NA,NA,NA,NA
370172,NA,NA,NA,NA,NA,NA
370173,NA,NA,NA,NA,NA,NA
370178,NA,NA,NA,NA,NA,NA
370180,NA,NA,NA,NA,NA,NA
370183,NA,NA,NA,NA,NA,NA
370190,"0.044","4.334","0.020","2.006",NA,NA
370192,NA,NA,NA,NA,NA,NA
370199,NA,NA,NA,NA,NA,NA
370201,NA,NA,NA,NA,NA,NA
370202,"0.062","1.227",NA,"1.018",NA,"2.543"
370203,NA,NA,NA,NA,NA,NA
370206,NA,NA,NA,NA,NA,NA
370210,NA,NA,"0.248","1.880",NA,NA
370211,NA,NA,NA,NA,NA,NA
370212,NA,NA,NA,NA,NA,NA
370214,NA,NA,NA,NA,NA,NA
370215,"0.011","1.110",NA,NA,NA,"2.149"
370216,NA,NA,NA,NA,NA,NA
370218,"0.242","4.774",NA,NA,NA,NA
370222,NA,NA,NA,NA,NA,NA
370225,NA,NA,NA,NA,NA,NA
370227,NA,NA,NA,NA,NA,NA
370228,NA,NA,NA,NA,NA,NA
370229,NA,NA,NA,NA,NA,NA
370234,"0.021","2.115",NA,NA,NA,NA
370235,NA,NA,NA,NA,NA,NA
370236,"0.326","6.434",NA,NA,NA,NA
371302,NA,NA,NA,NA,NA,NA
371304,NA,NA,NA,NA,NA,NA
371310,NA,NA,NA,NA,NA,NA
371317,NA,NA,NA,NA,NA,NA
371320,NA,NA,NA,NA,NA,NA
371326,NA,NA,NA,NA,NA,NA
371338,NA,NA,NA,NA,NA,NA
380001,NA,NA,NA,NA,NA,NA
380002,"0.152","2.991","0.017","1.695","0.041","4.026"
380004,"0.288","1.478","0.103","1.097","0.109","1.164"
380005,NA,NA,NA,NA,NA,NA
380007,"0.649","1.568","0.120","2.374","0.081","0.866"
380009,"0.335","0.829","0.517","1.708","1.090","2.235"
380014,"0.282","3.022","0.109","2.145","0.031","3.041"
380017,"0.240","2.567","0.465","2.814","0.019","1.837"
380018,"0.006","0.631","0.243","2.603","0.442","2.675"
380020,NA,"2.030",NA,"1.719","0.652","6.972"
380021,NA,NA,"0.235","4.637",NA,NA
380022,NA,"2.764",NA,"2.612",NA,NA
380025,"0.825","6.265","0.246","2.635","0.307","6.057"
380027,NA,"1.527",NA,"2.138",NA,"2.782"
380029,NA,NA,NA,NA,NA,NA
380033,NA,NA,NA,NA,NA,NA
380037,NA,NA,"0.042","4.138",NA,NA
380038,NA,NA,NA,"2.600",NA,NA
380040,NA,NA,NA,NA,NA,NA
380047,"0.063","1.239","0.744","3.364","0.133","2.621"
380050,NA,"2.454","0.215","4.233","0.043","4.226"
380051,"0.143","1.084","0.811","2.544","0.231","1.751"
380052,NA,NA,NA,NA,NA,NA
380056,NA,NA,NA,NA,NA,NA
380060,NA,"0.659","0.021","2.032",NA,"2.158"
380061,"0.627","1.635","0.142","1.079","0.160","1.212"
380071,NA,NA,NA,NA,NA,NA
380075,"0.681","5.168",NA,"1.833","0.043","4.208"
380082,NA,NA,NA,NA,NA,NA
380089,NA,"1.748","0.020","1.945","0.046","4.571"
380090,"0.178","3.500","0.034","3.369","0.036","3.535"
380091,"0.008","0.780","0.053","1.047","0.186","1.987"
380102,"0.149","0.899","0.306","1.250","0.476","2.153"
380103,"0.049","4.830","0.025","2.511",NA,NA
381301,NA,NA,NA,NA,NA,NA
381302,NA,NA,NA,NA,NA,NA
381303,NA,NA,NA,NA,NA,NA
381304,NA,NA,NA,NA,NA,NA
381305,NA,NA,NA,NA,NA,NA
381306,NA,NA,NA,NA,NA,NA
381307,NA,NA,NA,NA,NA,NA
381308,NA,NA,NA,NA,NA,NA
381309,NA,NA,NA,NA,NA,NA
381310,NA,NA,NA,NA,NA,NA
381311,NA,NA,NA,NA,NA,NA
381312,NA,NA,NA,NA,NA,NA
381313,NA,NA,NA,NA,NA,NA
381314,NA,NA,NA,NA,NA,NA
381315,NA,NA,NA,NA,NA,NA
381316,NA,NA,NA,NA,NA,NA
381317,NA,NA,NA,NA,NA,NA
381318,NA,NA,NA,NA,NA,NA
381319,NA,NA,NA,NA,NA,NA
381320,NA,NA,NA,NA,NA,NA
381321,NA,NA,NA,NA,NA,NA
381322,NA,NA,NA,NA,NA,NA
381323,NA,NA,NA,NA,NA,NA
381324,NA,NA,NA,NA,NA,NA
381325,NA,NA,NA,NA,NA,NA
390001,"0.312","2.366","0.690","2.596","0.015","1.515"
390002,"0.270","2.888",NA,NA,"0.145","2.865"
390003,NA,NA,NA,NA,NA,NA
390004,"0.772","2.906","0.201","3.966","0.301","3.226"
390006,"0.534","1.319","0.433","1.430","0.134","0.811"
390008,NA,NA,NA,NA,NA,NA
390009,"0.008","0.804","0.392","2.976","0.090","1.778"
390012,"0.049","4.830","0.042","4.144",NA,NA
390013,NA,NA,"0.037","3.637",NA,NA
390016,"0.194","3.820","0.037","3.621",NA,"2.668"
390025,NA,"2.422",NA,NA,NA,NA
390026,"0.770","5.848",NA,NA,"0.044","4.296"
390027,"0.758","1.519","0.249","1.887","0.364","1.647"
390028,"0.237","0.968","1.275","4.213","0.127","0.963"
390030,NA,NA,NA,NA,NA,NA
390031,NA,NA,NA,NA,NA,NA
390032,"0.810","6.149",NA,"2.532",NA,NA
390035,NA,NA,NA,NA,NA,NA
390036,NA,"0.801","0.012","1.150","0.284","3.041"
390037,"1.118","6.762","0.523","3.972",NA,NA
390039,NA,NA,NA,"2.372",NA,NA
390041,"0.019","1.891","0.024","2.380","0.780","5.919"
390042,"0.120","1.285","0.177","1.890","0.817","4.943"
390044,"0.278","1.046","0.672","2.357","0.324","1.665"
390045,"0.106","1.135",NA,NA,"0.018","1.808"
390046,"0.351","1.051","0.726","2.090","0.277","1.420"
390048,"0.037","3.694","0.654","7.002","0.043","4.277"
390049,"0.134","0.686","0.120","1.288","0.364","1.648"
390050,"0.860","1.556","0.239","1.226","0.649","1.801"
390052,NA,NA,NA,NA,NA,NA
390056,NA,NA,NA,NA,NA,NA
390057,"0.163","3.220","0.022","2.194","0.039","3.844"
390058,"0.037","3.670","0.453","4.846",NA,NA
390061,"2.999","13.562",NA,"2.872",NA,NA
390062,NA,NA,NA,NA,NA,NA
390063,"0.481","1.442","0.965","2.893","0.301","1.821"
390065,NA,NA,"0.026","2.514",NA,NA
390066,"0.150","2.958","0.023","2.288","0.038","3.785"
390067,"0.325","0.847","0.154","0.933","0.351","1.323"
390068,NA,NA,NA,NA,NA,NA
390070,NA,NA,NA,NA,NA,NA
390071,NA,NA,NA,NA,NA,NA
390072,NA,NA,NA,NA,NA,NA
390073,"0.205","1.054","0.189","1.431","0.491","2.009"
390076,NA,"2.264","0.038","3.773",NA,"1.805"
390079,NA,"0.416","0.053","1.046","0.501","3.033"
390080,"0.080","1.574","0.203","4.010",NA,"2.694"
390081,"0.267","2.860","0.039","3.853",NA,NA
390084,NA,NA,NA,NA,NA,NA
390086,NA,"1.404",NA,"1.430",NA,"2.204"
390090,"0.614","1.926","0.146","2.882","0.017","1.687"
390091,NA,"2.088",NA,NA,"0.038","3.759"
390093,NA,NA,NA,NA,NA,NA
390096,"0.013","1.318",NA,"1.260","0.031","3.077"
390097,"0.232","2.477","0.283","3.024","0.027","2.686"
390100,"0.449","1.484","0.253","1.300","0.232","1.761"
390101,NA,NA,"0.034","3.335",NA,NA
390102,"0.635","2.098","0.415","2.513","0.314","2.384"
390104,NA,NA,NA,NA,NA,NA
390107,"0.784","2.176","0.272","1.231","0.329","2.500"
390110,"0.468","1.763","0.013","1.326","0.385","1.976"
390111,"0.771","1.323","0.281","0.987","0.397","1.103"
390112,NA,NA,NA,"1.885",NA,NA
390113,"0.030","2.982",NA,NA,NA,"2.374"
390114,"0.030","0.584","0.304","3.252","0.019","1.878"
390115,"0.628","1.881","0.273","2.069","0.560","2.290"
390116,"0.032","3.188","0.032","3.198",NA,NA
390117,NA,NA,NA,NA,NA,NA
390118,NA,NA,NA,NA,NA,NA
390119,"0.126","2.491",NA,"1.417",NA,"1.526"
390123,NA,"1.088",NA,NA,"0.036","3.551"
390125,NA,NA,NA,NA,NA,NA
390127,NA,"1.208","0.170","3.342",NA,"1.735"
390130,NA,NA,NA,NA,NA,NA
390133,"0.597","1.185","0.531","1.527","1.026","2.333"
390137,NA,"0.589","0.660","2.983","0.084","1.656"
390138,NA,NA,NA,NA,NA,NA
390139,"0.052","1.022","0.016","1.620","0.019","1.835"
390142,"0.594","1.708","0.013","1.328","0.097","1.039"
390145,"0.413","2.499","1.043","3.925",NA,"1.071"
390146,NA,NA,NA,NA,NA,NA
390147,"0.110","2.162","0.021","2.081",NA,"2.261"
390150,NA,NA,NA,NA,NA,NA
390151,"0.330","2.509","0.221","2.360","1.083","4.896"
390153,"0.202","2.158","0.012","1.207","0.148","2.919"
390156,"0.259","1.565","0.020","1.946","0.236","2.526"
390157,NA,"2.449",NA,NA,NA,NA
390160,NA,NA,NA,NA,NA,NA
390162,NA,"1.207",NA,NA,NA,"1.644"
390163,NA,"1.336",NA,"2.878",NA,NA
390164,"1.252","1.676","0.325","0.901","0.724","1.407"
390168,"0.013","1.248","0.016","1.599","0.110","2.164"
390173,"0.259","5.103","0.028","2.758","0.285","5.609"
390174,"0.492","1.119","0.368","1.506","0.687","1.625"
390178,"0.126","2.492",NA,"2.015",NA,"2.259"
390179,"0.365","2.205","0.140","1.498","0.015","1.463"
390180,"0.935","2.166","0.015","1.469","0.073","1.431"
390183,NA,NA,NA,NA,NA,NA
390184,NA,NA,NA,NA,NA,NA
390185,"0.186","3.669","0.571","4.334","0.316","6.222"
390192,NA,NA,NA,NA,NA,NA
390194,NA,NA,NA,NA,NA,NA
390195,"0.563","1.861","0.382","1.727","0.285","1.726"
390197,NA,NA,NA,NA,NA,"2.816"
390198,NA,NA,NA,NA,NA,NA
390199,NA,NA,NA,NA,NA,NA
390201,"0.016","1.579","0.019","1.835","0.024","2.413"
390203,NA,"0.488","0.100","1.967","0.148","2.915"
390204,"0.029","2.867","0.201","3.952",NA,"1.930"
390211,"0.023","2.308",NA,"2.391","0.219","4.313"
390217,NA,NA,NA,NA,NA,NA
390219,NA,"2.041","0.509","3.867",NA,"2.361"
390220,NA,NA,NA,NA,NA,NA
390222,"0.014","1.398",NA,"1.313",NA,"1.395"
390223,"0.867","1.972","0.474","2.431","0.252","1.292"
390225,NA,"2.301",NA,NA,NA,NA
390226,"0.419","1.386","0.552","2.496","0.248","1.881"
390228,"0.010","0.942","0.131","1.406","0.013","1.240"
390231,"0.524","1.453","0.649","2.145","0.360","1.355"
390233,"0.299","5.895",NA,"1.962",NA,"2.163"
390236,NA,NA,NA,NA,NA,NA
390237,"0.457","2.762",NA,"2.079","0.168","3.306"
390256,"0.607","1.246","0.332","1.249","0.196","0.803"
390258,"0.262","1.588","0.693","3.135","0.010","1.004"
390263,"0.060","1.178","0.099","1.950",NA,"1.456"
390265,"0.154","1.647","0.709","2.666","0.461","3.501"
390266,NA,NA,NA,NA,NA,NA
390267,"0.817","3.339","0.244","1.852",NA,"0.929"
390268,"0.073","1.438","0.187","3.694","0.121","2.383"
390270,"0.968","3.200","0.110","1.180","0.072","1.427"
390272,NA,NA,NA,NA,NA,NA
390278,NA,NA,NA,NA,NA,NA
390290,"0.467","1.297","0.615","2.782","0.328","1.485"
390302,NA,NA,NA,NA,NA,NA
390304,NA,NA,NA,NA,NA,NA
390307,NA,NA,NA,NA,NA,NA
390312,NA,NA,"0.736","4.454",NA,NA
390314,NA,NA,NA,NA,NA,NA
390316,NA,NA,NA,NA,NA,NA
390321,NA,NA,NA,NA,NA,NA
390322,NA,NA,NA,NA,NA,NA
390323,NA,NA,NA,NA,NA,NA
390324,NA,NA,NA,NA,NA,NA
390325,NA,NA,NA,NA,NA,NA
390326,NA,"2.501",NA,NA,NA,"1.302"
390327,NA,NA,NA,NA,NA,NA
390328,"0.171","1.825","0.021","2.055","1.002","5.144"
390329,"0.119","2.347","0.041","4.026","0.181","3.568"
390330,NA,NA,NA,NA,NA,NA
391300,NA,NA,NA,NA,NA,NA
391301,NA,NA,NA,NA,NA,NA
391302,NA,NA,NA,NA,NA,NA
391303,NA,NA,NA,NA,NA,NA
391304,NA,NA,NA,NA,NA,NA
391305,NA,NA,NA,NA,NA,NA
391306,NA,NA,NA,NA,NA,NA
391307,NA,NA,NA,NA,NA,NA
391308,NA,NA,NA,NA,NA,NA
391309,NA,NA,NA,NA,NA,NA
391312,NA,NA,NA,NA,NA,NA
391313,NA,NA,NA,NA,NA,NA
391314,NA,NA,NA,NA,NA,NA
391315,NA,NA,NA,NA,NA,NA
391316,NA,NA,NA,NA,NA,NA
400001,"0.020","1.959",NA,NA,NA,NA
400004,NA,NA,NA,NA,NA,NA
400007,NA,NA,NA,NA,NA,NA
400013,"0.013","1.287",NA,NA,NA,NA
400016,"0.634","1.990",NA,NA,"0.058","1.150"
400019,"0.025","2.433",NA,NA,NA,NA
400021,NA,NA,NA,NA,NA,NA
400022,"1.695","5.948",NA,NA,NA,NA
400044,"0.391","2.004",NA,NA,NA,NA
400098,"0.533","5.702",NA,NA,NA,NA
400105,NA,NA,NA,NA,NA,NA
400109,"0.975","2.411",NA,NA,NA,NA
400114,NA,"1.238",NA,NA,NA,NA
400118,NA,NA,NA,NA,NA,NA
400124,NA,NA,NA,NA,NA,NA
400128,NA,NA,NA,NA,NA,NA
410001,NA,NA,NA,NA,NA,NA
410004,"0.111","2.182","0.022","2.164",NA,"2.505"
410005,"0.528","5.654","0.028","2.713",NA,NA
410006,"0.033","3.270","0.679","7.264",NA,NA
410007,"0.891","1.686","0.730","2.561","0.272","1.110"
410008,"0.043","4.252",NA,"2.310",NA,NA
410009,"0.216","1.642","0.854","3.863","0.023","2.256"
410010,"0.063","1.237",NA,NA,"0.025","2.476"
410011,"0.209","4.125",NA,NA,NA,NA
410012,"0.501","2.569","0.486","1.828","0.087","1.708"
410013,NA,NA,"0.280","5.516",NA,NA
420002,"0.141","1.513",NA,"0.762","0.294","3.145"
420004,"0.603","1.141","0.894","2.572","0.428","1.148"
420005,NA,NA,NA,NA,NA,NA
420007,"0.193","0.677","1.084","3.250","0.670","1.927"
420009,"0.036","3.515",NA,NA,"0.031","3.029"
420010,"0.029","2.893",NA,NA,NA,NA
420011,NA,NA,NA,NA,NA,NA
420015,NA,NA,NA,NA,NA,NA
420018,"0.800","1.515","0.630","4.779","0.971","2.171"
420019,NA,NA,NA,NA,NA,NA
420020,NA,NA,NA,NA,NA,NA
420023,"0.293","1.326","0.184","1.401","0.077","1.526"
420026,"0.078","1.544","0.732","7.828",NA,"1.479"
420027,"0.395","1.614","0.061","1.212","0.232","1.763"
420030,"0.946","7.179",NA,NA,NA,"2.848"
420033,NA,NA,NA,NA,NA,NA
420036,"0.454","4.854",NA,NA,NA,"2.468"
420037,NA,NA,NA,NA,NA,NA
420038,NA,NA,NA,NA,NA,NA
420043,NA,NA,NA,NA,NA,NA
420048,NA,NA,"0.327","6.453",NA,NA
420049,NA,"1.307",NA,"1.486","0.180","3.556"
420051,"0.321","0.923","0.474","1.939","1.101","2.659"
420053,NA,NA,NA,NA,NA,NA
420055,NA,NA,NA,NA,NA,NA
420057,NA,NA,NA,NA,NA,NA
420065,NA,"1.474",NA,"2.306","0.020","1.936"
420066,NA,NA,NA,NA,NA,NA
420067,"0.013","1.277","0.032","3.147",NA,"2.322"
420068,"0.412","2.495","0.312","3.338","0.370","3.954"
420070,"2.303","5.694","0.024","2.395","1.163","5.261"
420071,"0.377","1.934","0.017","1.647","0.232","2.484"
420072,NA,NA,NA,NA,NA,NA
420073,"0.726","1.840","0.268","1.375","0.397","1.625"
420078,"0.857","1.595","0.242","1.241","0.834","1.806"
420079,"0.940","2.706","0.953","3.150","0.664","2.714"
420080,NA,"2.480","0.026","2.589",NA,NA
420082,"0.628","3.224","0.214","2.290",NA,"1.544"
420083,NA,"2.943","0.812","6.161",NA,NA
420085,"0.517","1.621","0.233","1.409","0.446","2.015"
420086,"0.614","2.511","0.801","2.810","0.071","1.401"
420087,"0.060","1.173","0.764","2.291","0.744","3.364"
420089,NA,NA,NA,"1.949",NA,NA
420091,"0.069","1.358",NA,"0.888","0.155","1.658"
420098,"0.029","2.877",NA,"2.476","0.290","5.706"
420101,NA,NA,NA,"2.990",NA,NA
420102,NA,NA,NA,NA,NA,NA
420103,NA,NA,NA,NA,NA,NA
420104,NA,NA,NA,NA,NA,NA
420105,NA,"2.472","0.038","3.708",NA,NA
420106,NA,"2.391",NA,NA,NA,NA
420107,NA,NA,NA,NA,NA,NA
420108,NA,NA,NA,NA,NA,NA
420109,NA,NA,NA,NA,NA,NA
421300,NA,NA,NA,NA,NA,NA
421301,NA,NA,NA,NA,NA,NA
421302,NA,NA,NA,NA,NA,NA
421303,NA,NA,NA,NA,NA,NA
421304,NA,NA,NA,NA,NA,NA
430005,NA,NA,"0.029","2.905",NA,NA
430008,NA,NA,NA,NA,NA,NA
430012,NA,NA,NA,NA,NA,NA
430013,NA,NA,NA,NA,NA,NA
430014,NA,"2.736","0.028","2.796",NA,NA
430015,NA,NA,NA,NA,NA,NA
430016,"0.322","1.456","0.920","3.042","0.108","1.160"
430027,"0.445","1.194","0.640","2.246","0.252","1.525"
430048,NA,NA,NA,NA,NA,NA
430077,"0.672","2.360","0.544","2.462","0.348","1.784"
430083,NA,NA,NA,NA,NA,NA
430084,NA,NA,NA,NA,NA,NA
430089,NA,NA,NA,NA,NA,NA
430090,NA,NA,NA,NA,NA,NA
430091,NA,NA,NA,NA,NA,NA
430093,NA,NA,NA,NA,NA,NA
430095,"0.497","5.316",NA,NA,NA,NA
430081,NA,NA,NA,NA,NA,NA
430097,NA,NA,NA,NA,NA,NA
431300,NA,NA,NA,NA,NA,NA
431305,NA,NA,NA,NA,NA,NA
431306,NA,NA,NA,NA,NA,NA
431307,NA,NA,NA,NA,NA,NA
431308,NA,NA,NA,NA,NA,NA
431309,NA,NA,NA,NA,NA,NA
431310,NA,NA,NA,NA,NA,NA
431311,NA,NA,NA,NA,NA,NA
431312,NA,NA,NA,NA,NA,NA
431315,NA,NA,NA,NA,NA,NA
431319,NA,NA,NA,NA,NA,NA
431321,NA,NA,NA,NA,NA,NA
431322,NA,NA,NA,NA,NA,NA
431323,NA,NA,NA,NA,NA,NA
431324,NA,NA,NA,NA,NA,NA
431326,NA,NA,NA,NA,NA,NA
431327,NA,NA,NA,NA,NA,NA
431328,NA,NA,NA,NA,NA,NA
431329,NA,NA,NA,NA,NA,NA
431330,NA,NA,NA,NA,NA,NA
431336,NA,NA,NA,NA,NA,NA
431337,NA,NA,NA,NA,NA,NA
431338,NA,NA,NA,NA,NA,NA
440001,NA,NA,NA,NA,NA,NA
440002,"0.656","1.467","0.212","1.284","0.982","2.373"
440003,"0.145","2.849","0.207","4.074","0.260","5.114"
440006,"0.092","0.988","0.591","3.575","0.085","1.666"
440007,NA,NA,NA,NA,NA,NA
440008,NA,NA,NA,NA,NA,NA
440009,NA,"1.917",NA,NA,NA,NA
440010,NA,NA,NA,NA,NA,NA
440011,"0.244","1.855","0.013","1.298","0.802","4.850"
440012,"0.310","1.402",NA,"0.736","0.173","1.847"
440015,"0.127","0.573","0.394","1.482","0.205","0.836"
440016,NA,NA,NA,NA,NA,NA
440017,"0.274","1.121","0.195","1.482","0.042","0.835"
440018,NA,NA,NA,NA,NA,NA
440020,NA,NA,NA,NA,NA,NA
440025,NA,NA,"0.281","5.529",NA,NA
440029,"0.020","1.979",NA,"1.885",NA,"2.053"
440030,NA,"1.063",NA,"2.227",NA,"2.123"
440031,NA,"2.823",NA,NA,NA,NA
440032,NA,NA,NA,NA,NA,NA
440033,NA,NA,NA,NA,NA,NA
440034,"0.378","1.941","0.275","2.940",NA,"1.019"
440035,"0.885","4.540","0.186","3.665","0.473","5.062"
440039,"0.575","0.986","0.939","1.975","0.826","1.656"
440040,NA,NA,NA,NA,NA,NA
440046,NA,NA,NA,"2.832",NA,NA
440048,"0.254","0.683","0.506","1.774","0.723","1.746"
440049,"0.424","0.752","0.296","0.979","1.831","2.980"
440050,NA,NA,NA,"1.671",NA,NA
440053,"0.242","1.242","0.086","1.690","0.368","2.225"
440056,NA,NA,NA,NA,NA,NA
440057,NA,NA,NA,NA,NA,NA
440058,NA,NA,NA,"2.914",NA,NA
440059,"0.041","0.803",NA,"1.064","0.013","1.297"
440060,NA,NA,NA,NA,NA,NA
440061,NA,NA,NA,NA,NA,NA
440063,"0.455","1.365","0.091","1.786","0.484","1.823"
440065,"0.030","2.985",NA,NA,NA,NA
440067,NA,NA,NA,NA,NA,NA
440068,NA,NA,NA,NA,NA,NA
440070,NA,NA,NA,NA,NA,NA
440072,NA,"2.701",NA,NA,NA,NA
440073,"0.165","1.762","0.155","1.654","0.267","2.854"
440081,"0.046","4.537",NA,NA,NA,"2.960"
440082,"0.434","1.206","0.558","2.281","0.572","2.153"
440083,NA,"1.522",NA,NA,NA,NA
440084,NA,NA,NA,NA,NA,NA
440091,"0.131","0.594","0.202","1.222","0.219","1.659"
440102,NA,NA,NA,NA,NA,NA
440104,"0.524","1.102","0.160","1.213","1.204","2.739"
440109,NA,NA,NA,NA,NA,NA
440110,"0.042","4.169","0.047","4.584",NA,NA
440111,NA,"1.532","0.036","3.530","0.676","7.232"
440120,"1.140","2.971","0.146","1.111","1.154","3.622"
440125,"0.093","0.999","0.327","1.680","0.408","2.094"
440130,NA,NA,NA,NA,NA,NA
440131,NA,NA,NA,NA,NA,NA
440132,NA,NA,NA,NA,NA,NA
440133,"0.405","1.340","0.772","2.551","0.484","1.981"
440137,NA,NA,NA,NA,NA,NA
440144,NA,"2.428","0.048","4.720",NA,NA
440148,NA,NA,NA,NA,NA,NA
440150,"0.011","1.072","0.017","1.702","0.126","2.482"
440151,NA,NA,NA,NA,NA,NA
440152,"1.432","2.457","1.623","3.691","1.887","4.293"
440153,NA,NA,NA,NA,NA,NA
440156,"0.923","3.240",NA,"1.389","0.912","4.126"
440159,NA,NA,NA,NA,NA,NA
440161,"0.876","1.777","1.157","3.107","0.925","2.344"
440173,"0.257","1.318","0.068","1.344","0.750","3.392"
440175,NA,NA,NA,NA,NA,NA
440176,"0.026","2.534",NA,"1.674","0.049","4.873"
440180,NA,NA,NA,NA,NA,NA
440181,NA,NA,NA,NA,NA,NA
440182,NA,NA,NA,NA,NA,NA
440183,"0.685","2.264","0.872","3.944","0.791","3.232"
440184,NA,NA,"0.358","2.714",NA,NA
440185,"1.817","6.836","0.020","1.992","0.528","4.005"
440187,NA,NA,NA,NA,NA,NA
440189,"0.020","1.959","0.189","3.716",NA,NA
440192,NA,NA,NA,NA,NA,NA
440193,"0.906","5.478",NA,NA,NA,NA
440194,"0.023","2.224","0.691","5.247","0.046","4.512"
440197,"0.024","2.335","0.029","2.889","0.312","6.147"
440200,NA,NA,NA,NA,NA,NA
440218,NA,NA,NA,NA,NA,NA
440227,"0.027","2.683","0.187","3.681",NA,NA
440228,"0.711","3.215",NA,"1.802","0.178","3.511"
440231,NA,NA,NA,NA,NA,NA
440232,NA,NA,NA,NA,NA,NA
441301,NA,NA,NA,NA,NA,NA
441307,NA,NA,NA,NA,NA,NA
441311,NA,NA,NA,NA,NA,NA
441316,NA,NA,NA,NA,NA,NA
441319,NA,NA,NA,NA,NA,NA
450002,"0.950","2.637","0.283","3.031","0.014","1.349"
450007,NA,"1.422","0.047","4.588",NA,NA
450010,"0.040","0.785","0.015","1.449","0.013","1.289"
450011,"0.365","1.874",NA,"0.609","0.205","2.198"
450015,"0.216","0.623","0.041","0.815","1.054","2.673"
450018,"0.764","1.608",NA,"0.679","0.726","2.015"
450021,"0.973","1.622","0.605","1.430","0.611","1.366"
450023,"0.089","1.759","0.111","2.184","0.395","4.228"
450024,"1.255","3.482","0.349","2.651","0.359","2.726"
450028,"0.078","1.536",NA,"2.027","0.025","2.476"
450029,"0.433","1.430","0.015","1.448","0.826","3.377"
450032,NA,NA,NA,NA,NA,NA
450033,"0.392","1.475","0.094","1.857",NA,"0.619"
450034,"0.163","1.241","0.015","1.503","0.165","1.769"
450035,"0.320","1.640","0.185","3.649","0.745","3.371"
450037,"1.865","5.174","0.107","2.101","0.642","2.905"
450039,"0.152","0.780","1.120","3.107","0.226","1.023"
450040,"0.246","0.927","0.051","1.006","0.445","1.674"
450042,"0.224","1.354","0.264","2.003","0.557","3.369"
450044,"0.410","1.138","0.735","2.431","0.168","1.014"
450046,"0.799","1.660","0.728","2.556","0.305","1.245"
450051,"0.637","1.659","0.060","1.182","0.944","2.536"
450054,"0.791","1.623","0.508","1.781","0.384","1.447"
450055,NA,NA,NA,NA,NA,NA
450056,"0.620","1.533","0.851","2.285","0.232","1.763"
450058,"0.087","0.448","0.198","0.895","0.648","1.688"
450064,"0.614","2.511","0.239","2.559","0.143","2.823"
450068,"0.536","0.963","0.622","1.950","0.332","0.865"
450072,NA,NA,NA,NA,NA,NA
450078,NA,NA,NA,NA,NA,NA
450079,"0.401","2.425","0.076","1.488","0.229","2.445"
450080,NA,NA,NA,NA,NA,NA
450082,NA,NA,NA,NA,NA,NA
450083,"1.144","2.900","0.383","2.315","0.379","2.290"
450085,NA,NA,NA,NA,NA,NA
450087,"0.118","2.316","0.588","3.557","0.544","5.815"
450090,NA,NA,NA,NA,NA,NA
450092,NA,"2.779",NA,NA,NA,NA
450097,"0.655","2.300","0.316","2.401","0.202","2.158"
450099,NA,NA,NA,NA,NA,NA
450101,"0.253","1.920","0.083","1.630","0.096","1.888"
450102,"0.320","1.205",NA,"0.475","0.434","1.773"
450104,"0.039","3.883","0.248","4.884","0.050","4.912"
450107,"0.515","1.616","0.364","3.899","0.496","2.245"
450108,NA,NA,NA,NA,NA,NA
450119,"0.353","1.811","0.013","1.255","0.010","1.005"
450124,"0.565","1.472","0.611","2.763","0.222","2.378"
450128,NA,"2.329","0.046","4.525",NA,"2.872"
